County,Precinct,Freddie Dickson,Donna Edwards,Ralph Jaffe,Theresa Scaldaferri,Charles Smith,Violet Staley,Blaine Taylor,Ed Tinus,Chris Van Hollen,Lih Young
St Marys,302,4,99,7,8,7,5,8,2,130,1
St Marys,303,11,49,8,5,1,11,2,1,98,1
St Marys,304,7,30,13,2,2,4,5,0,128,1
St Marys,305,1,33,3,1,2,1,3,5,73,3
St Marys,306,4,32,6,2,2,5,3,2,45,2
St Marys,401,8,59,12,4,13,3,7,2,105,1
St Marys,402,8,49,7,7,4,8,5,2,63,2
St Marys,403,6,94,7,7,8,2,5,3,111,1
St Marys,501,8,92,11,1,4,4,7,1,126,8
St Marys,502,10,82,4,7,2,3,2,3,113,5
St Marys,503,5,51,3,5,3,5,5,1,97,6
St Marys,601,9,48,5,4,4,4,1,0,77,1
St Marys,602,4,44,8,6,3,3,2,4,72,2
St Marys,603,6,58,7,8,4,4,6,5,115,7
St Marys,604,4,54,7,0,1,2,4,0,70,4
St Marys,701,10,90,9,2,6,4,8,4,177,2
St Marys,801,18,112,10,9,9,7,3,2,74,3
St Marys,802,4,27,7,5,2,4,4,1,72,3
St Marys,803,9,130,5,9,9,17,9,3,101,7
St Marys,804,16,155,6,8,7,12,6,2,89,10
St Marys,805,6,44,9,7,4,7,4,2,116,3
St Marys,806,4,51,5,6,0,2,4,1,95,2
St Marys,807,14,136,8,8,8,10,6,1,74,5
St Marys,808,1,30,1,0,1,5,2,1,24,2
St Marys,809,24,150,8,14,12,17,7,1,85,4
St Marys,810,3,34,5,3,1,1,3,2,34,3
St Marys,811,8,72,3,8,3,11,3,1,50,4
St Marys,812,1,12,1,0,0,1,2,0,14,1
St Marys,901,0,6,0,2,1,0,0,1,22,1
St Marys,6001,0,0,0,0,0,0,0,0,0,0
St Marys,7000,0,0,0,0,0,0,0,0,0,0
St Marys,7500,0,0,0,0,0,0,0,0,0,0
St Marys,8000,0,0,0,0,0,0,0,0,0,0
Washington,100,5,74,5,6,5,5,5,2,139,7
Washington,200,12,76,7,11,5,6,10,5,145,10
Washington,301,6,27,1,2,2,7,1,0,52,2
Washington,302,9,54,1,8,4,10,4,4,69,8
Washington,303,6,51,4,8,0,9,6,2,59,6
Washington,304,6,27,3,14,3,5,1,3,28,2
Washington,305,0,0,0,0,0,0,0,0,0,0
Washington,400,9,40,4,6,4,8,8,6,92,1
Washington,500,2,29,5,5,5,4,1,0,69,1
Washington,601,6,44,5,3,4,5,7,1,131,2
Washington,602,9,63,6,11,5,11,3,1,177,2
Washington,701,8,52,4,3,9,7,5,5,116,3
Washington,702,7,39,4,8,4,8,7,2,94,8
Washington,800,6,44,3,6,7,6,1,1,127,4
Washington,900,7,45,4,8,4,5,7,0,113,9
Washington,1001,3,83,3,5,6,16,7,1,143,3
Washington,1002,9,80,3,14,5,11,4,0,146,6
Washington,1003,3,44,1,5,4,11,3,0,91,2
Washington,1004,5,35,0,2,6,1,5,1,63,2
Washington,1005,0,0,0,0,0,0,0,0,4,0
Washington,1101,1,25,2,2,9,4,1,0,71,2
Washington,1102,0,9,1,1,5,6,1,0,35,2
Washington,1200,4,33,5,5,3,6,6,1,121,4
Washington,1301,8,46,4,9,5,5,8,1,103,2
Washington,1302,8,43,1,6,4,8,3,1,54,5
Washington,1401,2,22,2,1,3,0,1,0,42,1
Washington,1402,0,22,1,6,2,9,2,0,38,2
Washington,1500,1,18,0,6,2,5,5,1,52,4
Washington,1600,7,55,5,14,7,9,6,0,167,3
Washington,1701,19,107,9,17,10,23,5,5,156,10
Washington,1801,5,46,4,11,8,10,5,0,108,5
Washington,1802,8,87,4,15,2,8,6,4,112,7
Washington,1803,14,89,2,9,4,13,11,1,123,5
Washington,1804,0,9,0,1,0,2,0,0,12,1
Washington,1900,5,57,2,3,6,1,3,2,102,7
Washington,2000,5,33,3,3,6,4,9,4,69,2
Washington,2101,8,82,5,13,6,19,5,4,145,3
Washington,2102,9,67,2,13,5,12,10,2,136,4
Washington,2103,3,39,2,4,1,5,4,1,117,4
Washington,2201,11,51,4,12,6,14,4,4,89,7
Washington,2202,11,72,7,13,4,13,9,3,83,8
Washington,2300,6,55,2,6,9,7,16,4,114,3
Washington,2401,2,12,0,2,3,0,2,0,12,1
Washington,2501,11,45,3,8,4,7,4,1,41,6
Washington,2502,9,77,4,12,5,12,8,3,70,6
Washington,2503,0,8,0,0,0,0,1,0,0,0
Washington,2504,11,63,6,16,8,11,8,4,93,4
Washington,2601,14,77,9,12,8,13,14,5,152,3
Washington,2602,9,56,4,7,3,20,6,5,124,4
Washington,2603,16,68,6,9,4,7,7,2,159,3
Washington,2701,11,70,3,15,3,7,3,2,169,9
Washington,2702,9,95,7,11,10,5,3,2,152,5
Washington,6001,0,0,0,0,0,0,0,0,0,0
Washington,7000,0,0,0,0,0,0,0,0,0,0
Washington,7500,0,0,0,0,0,0,0,0,0,0
Washington,8000,0,0,0,0,0,0,0,0,0,0
Worcester,101,30,186,9,33,15,15,8,5,196,5
Worcester,102,3,18,1,3,3,3,1,1,38,3
Worcester,201,7,37,0,0,2,4,4,0,34,0
Worcester,202,23,99,5,7,8,11,5,5,76,2
Worcester,203,2,9,0,0,1,4,0,1,24,1
Worcester,204,7,25,4,2,1,6,1,2,18,1
Worcester,205,16,72,2,15,9,13,10,2,61,4
Worcester,301,8,56,10,4,6,4,8,11,122,1
Worcester,302,5,33,1,9,3,3,5,3,114,3
Worcester,303,9,23,5,9,2,7,0,5,56,7
Worcester,401,9,55,5,4,10,6,3,5,154,5
Worcester,402,4,22,3,5,1,2,0,1,29,2
Worcester,403,1,8,1,1,0,0,0,0,9,1
Worcester,404,16,37,5,5,6,3,4,10,59,2
Worcester,501,14,53,6,6,2,7,0,6,215,3
Worcester,502,13,72,2,11,4,12,8,4,221,4
Worcester,601,5,58,3,8,4,13,5,4,225,6
Worcester,602,1,8,2,0,3,0,1,0,34,1
Worcester,603,5,44,2,7,4,2,7,5,97,4
Worcester,701,20,92,6,28,15,14,13,9,358,8
Worcester,6001,0,0,0,0,0,0,0,0,0,0
Worcester,7000,0,0,0,0,0,0,0,0,0,0
Worcester,7500,0,0,0,0,0,0,0,0,0,0
Worcester,8000,0,0,0,0,0,0,0,0,0,0
